join,envelope,full_title,short_title,subject,call_num,scan_num,url
28834,"E1550000,E1600000,N0584500,N0560000",Chastʹ zapadnago berega poluostrova Kamchatki ot paralleli 58°15' N do paralleli 58°45' N po opisi Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana 1914 g. / Chertili Shturmanʺ d. pl. Ivanovskiĭ i Kap. mal. pl. Gragĭtisʺ ; Kopirovalʺ Kap. m. pl. Gragaĭtisʺ ; Tipo-litografīi︠a︡ Īosif Korotʹ. Vladivostokʺ. ; Nachalʹnikʺ Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago Okeana ; Podpolkovnikʺ Davydovʺ; Часть западнаго берега полуострова Камчатки отъ параллели 58°15' N до параллели 58°45' N по описи Гидрографической Экспедиціи Восточнаго океана 1914 г. / Чертили Штурманъ д. пл. Ивановский и Кап. мал. пл. Грагйтисъ ; Копировалъ Кап. м. пл. Грагайтисъ ; Типо-литографія Іосифъ Короть. Владивостокъ. ; Нaчальникъ Гидрографической Экспедиціи Восточнаго Океана ; Подполковникъ Давыдовъ,"Russia, Kamchatka 1914","Nautical charts -- Okhotsk, Sea of -- Maps;  Coasts -- Russia (Federation) -- Kamchatka Peninsula -- Maps;  Kamchatka Peninsula (Russia) -- Maps;",Russia Chart 396 1914,agsmap028232,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28834
28837,"E0212040,E0212441,N0594757,N0594549",Planʺ bukhty Utė vʺ Aboskikh shkherdakh / Kopirovalʺ khimich. tushʹi︠u︡: P. Zubkovʺ ; Korrektirovalʺ Podpolkovnikʺ Klykovʺ ; Pechatano sʺ kamni︠a︡ vʺ Glavnomʺ Gidrograficheskomʺ Upravlenīi Mgo Mva vʺ 1888 godu; Планъ бухты Утэ въ Абоскихъ шхердахъ / Копировалъ химич. тушью: П. Зубковъ ; Корректировалъ Подполковникъ Клыковъ ; Печатано съ камня въ Главномъ Гидрографическомъ Управленіи Мго Мва въ 1888 году,"Finland, Ahvenanmaa 1892","Nautical charts -- Bothnia, Gulf of -- Maps;  Nautical charts -- Finland -- Åland -- Maps;  Coasts -- Finland -- Åland -- Maps;  Lighthouses -- Finland -- Åland -- Maps;",Russia Chart 374 1892,agsmap028231,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28837
28840,"E0595500,E0605500,N0695500,N0693300","Karta I︠U︡gorskago Shara po robotamʺ Gidrograficheskoĭ Ėkspedit︠s︡īi Si︠e︡vernago Ledovitago okeanʺ proizvedennym podʺ nachalʹstvomʺ Polkovnika Vilʹkit︠s︡kago vʺ 1898, 1899 i 1900 g. g. / Kopriroval khimicheskoi︠u︡ K. Fedorovʺ ; Korrektirovalʺ Leĭtenant Losevʺ 1. ; Pechatano sʺ alli︠u︡minīi︠a︡ vʺ Glavn. Gidrografich. Upravl. Mgo Mva vʺ 1901 godu; Карта Югорскаго Шара по роботамъ Гидрографической Экспедиціи Сѣвернаго Ледовитаго океан произведеннымъ подъ начальствомъ Полковника Вилькицкаго въ 1898, 1899 и 1900 г. г. / Коприровалъ химическою К. Федоровъ ; Корректировалъ Лейтенантъ Лосевъ 1. ; Печатано съ аллюминія въ Главн. Гидрографич. Управл. Мго Мва въ 1901 году","Russia, Yugor Strait 1901",Nautical charts -- Russia (Federation) -- Kara Sea -- Maps;  Nautical charts -- Russia (Federation) -- Yugor Strait (Strait) -- Maps;  Bays -- Russia (Federation) -- Yugor Strait (Strait) -- Maps;  Yugor Strait (Russia : Strait) -- Maps;  Vaigach Island (Russia) -- Maps;,Russia Chart 576 1901,agsmap028191,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28840
28841,"E1342000,E1355000,N0551500,N0542700","Udskai︠a︡ guba po opisi Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana 1916 g. / Sʺemka Podpolkovnika Mashkovt︠s︡eva ; Shli︠u︡pochnyĭ i sudovoĭ promi︠e︡r Kapitanovʺ malago plavanīi︠a︡ Vinogradova, Vishkareva i Ivleva ; Kopirovalʺ P. Vinogradovʺ ; Tipo-litografīi︠a︡ Iosif Korotʹ Vladivostokʺ ; Nachalʹnikʺ Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana ; Polkovnikʺ Davydovʺ; Удская губа по описи Гидрографической Экспедиціи Восточнаго океана 1916 г. / Съемка Подполковника Машковцева ; Шлюпочный и судовой промѣръ Капитановъ малаго плаванія Виноградова, Вишкарева и Ивлева ; Копировалъ П. Виноградовъ ; Типо-литографія Иосифъ Короть Владивостокъ ; Нaчальникъ Гидрографической Экспедиціи Восточнаго океана ; Полковникъ Давыдовъ","Russia, Udskaya Bay 1916",Nautical charts -- Russia (Federation) -- Khabarovskiĭ kraĭ -- Maps;  Rivers -- Russia (Federation) -- Khabarovskiĭ kraĭ -- Maps;  Coasts -- Russia (Federation) -- Tuguro-Chumikanskiĭ raĭon -- Maps;  Rivers -- Russia (Federation) -- Tuguro-Chumikanskiĭ raĭon -- Maps;,Russia Chart 347 1916,agsmap028196,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28841
28844,"E1343000,E1430000,N0593000,N0531500","Si︠e︡vero-zapadnai︠a︡ chastʹ Okhotskago mori︠a︡ po opisi Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana sʺ 1910 po 1918 godʺ / Sostavli︠a︡li Shturmana dalʹn. plavinīi︠a︡ I. Ivanovskīĭ, P. Simonʺ i Kapitanʺ mal. plavanīi︠a︡ V. Gragaĭtisʺ ; Chertili Sht. d. pl. P. Simonʺ i Kap. m. pl. V. Gragaĭtisʺ ; Tipo-litografīi︠a︡ Iosif Korotʹ Vladivostok ; Nachalʹnikʺ Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana ; Davydov; Сѣверо-западная часть Охотскаго моря по описи Гидрографической Экспедиціи Восточнаго океана съ 1910 по 1918 годъ / Составляли Штурмана дальн. плавинія И. Ивановскій, П. Симонъ и Капитанъ мал. плаванія В. Грагайтисъ ; Чертили Шт. д. пл. П. Симонъ и Кап. м. пл. В. Грагайтисъ ; Типо-литографія Иосифъ Короть Владивостокъ ; Нaчальникъ Гидрографической Экспедиціи Восточнаго океана ; Давыдовъ","Russia, Shantarskie Islands 1918","Nautical charts -- Okhotsk, Sea of -- Maps;  Coasts -- Russia (Federation) -- Shantarskie Islands -- Maps;  Coasts -- Russia (Federation) -- Khabarovskiĭ kraĭ -- Maps;  Islands -- Russia (Federation) -- Khabarovskiĭ kraĭ -- Maps;  Capes (Coasts) -- Russia (Federation) -- Khabarovskiĭ kraĭ -- Maps;  Shantarskie Islands (Russia) -- Maps;",Russia Chart 398 1918,agsmap028234,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28844
28846,"E1315318,E1315757,N0430437,N0425941","Planʺ o-ĭ proliva Bosforʺ Vostochnyĭ vʺ zalivi︠e︡ Petr Velikīĭ, po opisi 1885, 1888 i 1889 godovʺ / Korrekt. Podpol. M. Klykovʺ ; Pech. sʺ kamni︠a︡ vʺ Glavn. Gidrograf. Uprav. vʺ 1890 g; Планъ о-й пролива Босфоръ Восточный въ заливѣ Петръ Великій, по описи 1885, 1888 и 1889 годовъ / Коррект. Подпол. М. Клыковъ ; Печ. съ камня въ Главн. Гидрограф. Управ. въ 1890 г","Russia, Peter the Great Bay 1890",Nautical charts -- Russia (Federation) -- Peter the Great Bay -- Maps;  Coasts -- Russia (Federation) -- Peter the Great Bay -- Maps;  Harbors -- Russia (Federation) -- Peter the Great Bay -- Maps;  Peter the Great Bay (Russia) -- Maps;,Russia Chart 363 1890,agsmap028205,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28846
28847,"E1213947,E1214138,N0385242,N0385137",Planʺ Kembrīĭskoĭ bukhty (zalivʺ Lakhutanʺ) sostavlenʺ po opisi Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago Okeana vʺ 1900 godu / Kopirovalʺ khimich. tushʹi︠u︡ A. Kamarovʺ ; Korrektirovalʺ Kapitanʺ D. Bronnikov ; Pechatano s alli︠u︡mnīi︠a︡ vʺ Glavnomʺ Gidrograficheskomʺ Upravlenīi Mgo Mva vʺ 1902 g; Планъ Кембрійской бухты (заливъ Лахутанъ) составленъ по описи Гидрографической Экспедиціи Восточнаго океана въ 1900 году / Копировалъ химич. тушью А. Камаровъ ; Корректировалъ Капитанъ Д. Бронниковъ ; Печатано съ аллюмнія въ Главномъ Гидрографическомъ Управленіи Мго Мва въ 1902 г,"China, Dalian 1902",Nautical charts -- Yellow Sea -- Maps;  Coasts -- China -- Dalian Shi -- Maps;  Bays -- China -- Dalian Shi -- Maps;  Dalian Shi (China) -- Maps;,Russia Chart 574 1902,agsmap028194,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28847
28848,"E1610000,E1633000,N0563500,N0543500",Vostochnyĭ beregʺ poluostrova Kamchatki ot paralleli 54°35' po opisi Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana 1920 godʺ / Chertilʺ i kopirovalʺ Kapitan mal. pl. I. Vishkarevʺ ; Tipo-litografīi︠a︡ Iosif Korotʹ Vladivostokʺ ; Nachalʹnikʺ Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana ; Podpolkovnikʺ Davydov; Восточный берегъ полуострова Камчатки отъ параллели 54°35' по описи Гидрографической Экспедиціи Восточнаго океана 1920 годъ / Чертилъ и копировалъ Капитанъ мал. пл. И. Вишкаревъ ; Типо-литографія Иосифъ Короть Владивостокъ ; Нaчальникъ Гидрографической Экспедиціи Восточнаго океана ; Подполковникъ Давыдовъ,"Russia, Kamchatka 1920",Nautical charts -- Bering Sea -- Maps;  Coasts -- Russia (Federation) -- Kamchatskiĭ kraĭ -- Maps;  Capes (Coasts) -- Russia (Federation) -- Kamchatskiĭ kraĭ -- Maps;  Bering Sea Coast (Russia) -- Maps;,Russia Chart 417 1920,agsmap028216,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28848
29068,"E0040324,E0043806,N0514940,N0513630","Haringvliet Hollandsch Diep en Krammer Volkerak / 's-Gravenhage, uitgegeven in april 1953 door het Ministerie van Marine, Afdeling Hydrografie",Netherlands 1962,Nautical charts -- Netherlands -- Haringvliet;  Rivers -- Netherlands -- South Holland -- Maps;  Rivers -- Netherlands -- North Brabant -- Maps;,Dutch Chart 209 1962,agsmap028291,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/29068
29069,"E0220000,E0300000,N0610000,N0580000",Baltiĭskoe more Finskiĭ zaliv / Izdanie Upravlenii︠a︡ Gidrograficheskoĭ sluzhby Voenno-Morskogo Flota ; Otpechatano v 1965 g; Балтийское море Финский залив / Издание Управления Гидрографической службы Военно-Морского Флота ; Отпечатано в 1965 г,Gulf of Finland 1965,"Nautical charts -- Finland, Gulf of -- Maps;  Coasts -- Russia (Federation) -- Leningradskai︠a︡ oblastʹ -- Maps;  Coasts -- Finland -- Uusimaa -- Maps;  Coasts -- Estonia -- Maps;  Finland, Gulf of -- Maps;",Russia Chart 400 1965,agsmap028252,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/29069
29072,"E0274926,E0280150,N0431421,N0430913",Planʺ zaliv Varna sostavlen sʺ anglīĭskago plana no. 2285 i ispravlennago po 1898 godʺ / Chertilʺ khimich. tushʹi︠u︡ M. Vinogradovʺ ; Korrektirovalʺ Shtabs Kapitanʺ V. Pashkov ; Pechatano sʺ kamni︠a︡ vʺ Glavnomʺ Gidrograf. Upravlenīi Mgo Mva 1899 g; Планъ заливъ Варна составленъ съ англійскаго плана no. 2285 и исправленнаго по 1898 годъ / Чертилъ химич. тушью М. Виноградовъ ; Корректировалъ Штабсъ Капитанъ В. Пашковъ ; Печатано съ камня въ Главномъ Гидрограф. Управленіи Мго Мва 1899 г,"Bulgaria, Varna 1899",Nautical charts -- Black Sea -- Maps;  Harbors -- Bulgaria -- Varna -- Maps;  Coasts -- Bulgaria -- Varna -- Maps;  Coasts -- Bulgaria -- Varna (Oblast) -- Maps;  Varna (Bulgaria) -- Maps;  Black Sea Coast (Bulgaria) -- Maps;,Russia Chart 542 1899,agsmap028278,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/29072
29074,"E0273000,E0340000,N0470000,N0404500",Zapadnai︠a︡ chastʹ Chernogo mori︠a︡ / Izdanie Upravlenii︠a︡ Gidrograficheskoĭ sluzhby Voenno-Morskogo Flota ; Otpechatano v 1964 g; Западная часть Черного моря / Издание Управления Гидрографической службы Военно-Морского Флота ; Отпечатано в 1964 г,"Black Sea, western part 1964",Nautical charts -- Black Sea -- Maps;  Black Sea Coast -- Maps;  Black Sea Coast (Turkey) -- Maps;  Black Sea Coast (Bulgaria) -- Maps;  Black Sea Coast (Romania) -- Maps;  Black Sea Coast (Ukraine) -- Maps;,Russia Chart 500 1964,agsmap028287,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/29074
29075,"E1613000,E1635000,N0581000,N0563000",Vostochnyĭ beregʺ poluostrova Kamchatki ot mysa Stoolbogo do ustʹi︠a︡ ri︠e︡ki Khali︠u︡pi︠a︡ po opisi Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana 1920 godʺ / Chertil Kapitan mal. pl. V. Gragaĭtisʺ ; Kopirovalʺ Shtur. d. pl. P. Vinogradovʺ ; Tipo-litografīi︠a︡ Iosif Korotʹ Vladivostokʺ ; Nachalʹnikʺ Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana ; Gidrografʺ-Geodezistʺ Davydovʺ; Восточный берегъ полуострова Камчатки отъ мыса Стоолбого до устья рѣки Халюля по описи Гидрографической Экспедиціи Восточнаго океана 1920 годъ / Чертилъ Капитанъ мал. пл. В. Грагайтисъ ; Копировалъ Штур. д. пл. П. Виноградовъ ; Типо-литографія Иосифъ Короть Владивостокъ ; Нaчальникъ Гидрографической Экспедиціи Восточнаго океана ; Гидрографъ-Геодезистъ Давыдовъ,"Russia, Kamchatka 1920",Nautical charts -- Bering Sea -- Maps;  Coasts -- Russia (Federation) -- Kamchatskiĭ kraĭ -- Maps;  Capes (Coasts) -- Russia (Federation) -- Kamchatskiĭ kraĭ -- Maps;  Rivers -- Russia (Federation) -- Kamchatskiĭ kraĭ -- Maps;  Bering Sea Coast (Russia) -- Maps;,Russia Chart 418 1920,agsmap028253,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/29075
29080,"E1325047,E1330655,N0425253,N0424202","Planʺ Zalivʺ Amerika sʺ bukhtami : Nakhodka, Vrangeli︠a︡ i Kozʹmina po promi︠e︡ru promi︠e︡ru proizvedennomu Ofit︠s︡erami Fregata ""Gert︠s︡ov Ėdinburgskīĭ"" vʺ 1883 g. podʺ komandoi︠u︡ Kapitana 1-go ranga Ḟ. Girsa / Izdana Glavnymʺ Gidrograficheskimʺ Upravleīemʺ Morskago Ministerstva vʺ 1891 g. ; Kopirovalʺ khimich. tushʹi︠u︡ E. Ti︠a︡pkin ; Korrek. Podpolkovnikʺ M. Klykovʺ ; Pechatano vʺ Glavn. Gidrograf. Upravlenīi Mgo Mva vʺ 1891 godu; Планъ Залив Америка съ бухтами : |b Находка, Врангеля и Козьмина по промѣру произведенному Офицерами Фрегата ""Герцовъ Эдинбургскій"" въ 1883 г. подъ командою Капитана 1-го ранга Ѳ. Гирса / Издана Главнымъ Гидрографическимъ Управлеіемъ Морскаго Министерства въ 1891 г. ; Копировалъ химич. тушью Е. Тяпкинъ ; Коррек. Подполковникъ М. Клыковъ ; Печатано въ Главн. Гидрограф. Управленіи Мго Мва въ 1891 году","Russia, Peter the Great Bay 1891","Nautical charts -- Russia (Federation) -- Peter the Great Bay -- Maps;  Nautical charts -- Japan, Sea of -- Maps;  Coasts -- Russia (Federation) -- Primorskiĭ kraĭ -- Maps;  Coasts -- Russia (Federation) -- Peter the Great Bay -- Maps;  Coasts -- Russia (Federation) -- Nakhodka (Primorskiĭ kraĭ) -- Maps;  Bays -- Russia (Federation) -- Peter the Great Bay -- Maps;",Russia Chart 419 1891,agsmap028241,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/29080
